sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),species,batch
7.313528919349298,2.5461652671906094,4.766291656887737,1.6323902160288009,versicolor,drifted
5.558455622737533,2.8702373219690998,2.5552395959585565,1.092683707599713,versicolor,drifted
6.097945478885472,2.276108409017575,5.479446782358981,0.9709575866118101,versicolor,drifted
5.947964410642413,2.9653702886430455,5.364763973439669,0.9692413546461681,versicolor,drifted
7.230531001723968,2.9051165305097935,3.9110948093712294,1.538631042278981,versicolor,drifted
6.459247756458776,2.5998915614206024,4.541881250994011,1.2844059209414718,versicolor,drifted
6.3908138762009985,3.231065337260523,5.451610089687211,1.0286553503519453,versicolor,drifted
8.006426699725013,1.9239561002387489,4.40892894297865,1.5764951619453729,versicolor,drifted
6.524793494188026,2.588650240089703,4.375126649785635,1.25209971960235,versicolor,drifted
5.82850819444463,3.3248010485105124,4.714209291579029,1.1921271214218037,versicolor,drifted
7.019679900346601,3.0536497604383044,4.987717271303376,1.5888886525770836,versicolor,drifted
5.636803991262342,2.6199094799015152,4.948376163073957,1.5831110796300394,versicolor,drifted
6.283278724828682,2.9586636916543907,5.266598937473055,1.222528583349251,versicolor,drifted
6.73767790493603,2.798903673783053,4.3693912780636674,1.729633055596157,versicolor,drifted
6.960333079190423,3.3067548180003192,5.283287284292597,1.4063011524898277,versicolor,drifted
6.845562377035971,2.744866621703272,4.694499811493065,1.3609570836896945,versicolor,drifted
7.287296368493447,3.357094215262148,5.42724552173657,2.936954910274184,virginica,drifted
6.294584356650269,2.2714868323273607,6.810677611450047,2.4166650775851743,virginica,drifted
7.7617078353469395,3.377007305558568,5.9914272590071596,1.7410982514056674,virginica,drifted
7.2682241023743535,2.593702973092733,6.682583813392426,2.0411770473991444,virginica,drifted
6.45705252288674,2.807168495008204,6.289052017992937,1.8745101788784102,virginica,drifted
6.4600016439902115,3.146212326895147,6.171476599776106,1.8972227298515483,virginica,drifted
6.77606552494351,3.1392299624145816,4.986340960951873,1.537014490249378,virginica,drifted
6.553400200872808,2.8719317089728915,6.217635295918603,2.6901424867798207,virginica,drifted
7.971893660881817,2.9040368820219435,5.986688654468118,1.6989882541448766,virginica,drifted
7.183338177606849,2.826804816647917,6.225902992236662,1.769107622579071,virginica,drifted
7.667411862817056,3.9196433478015464,5.9238678960802,2.260684688839577,virginica,drifted
7.821129592540002,2.7592677168684983,6.156864737267291,2.105036960312718,virginica,drifted
7.287908488693949,2.53619412968672,6.01715712198126,2.29919931649818,virginica,drifted
8.506029247015537,3.5755624956511243,7.507227720258089,1.7930609748447803,virginica,drifted
7.9850885730486105,3.110005203443011,7.53286205325237,1.7766806858579396,virginica,drifted
6.444250342037302,2.640364412733587,4.5132729929831354,1.8896979913276957,virginica,drifted
6.516780604601672,3.0902362718857246,6.239229183044012,2.8504683356863545,virginica,drifted
8.055381454367446,2.653857806602558,5.3711097300561494,2.2967676686026026,virginica,drifted
6.011790113681422,4.098875259512612,6.825608084504901,1.9123297391581182,virginica,drifted
5.658178923818211,3.8123234244992474,5.919822108323167,2.595126524789385,virginica,drifted
5.76501510708507,2.6403749862277364,6.003670589802728,2.1187922375058967,virginica,drifted
6.794941075668681,3.373709959408499,5.252665699432184,2.0430482059914827,virginica,drifted
7.308266068540709,3.3086633004352493,6.4981304146622225,1.6501431632648524,virginica,drifted
5.81929724633794,3.7666060931391057,6.2326198083857145,1.8006053853773787,virginica,drifted
8.596036777970271,3.069404780575715,6.825508028844679,2.127007392564044,virginica,drifted
9.054673132393788,4.0532045054659225,5.825725096064649,2.4886283803817424,virginica,drifted
7.780838354626633,3.821178934519409,5.324553577593927,2.3744205839993757,virginica,drifted
8.15258203816463,1.9447563081461314,5.171719041133958,1.2843071288959598,virginica,drifted
6.957533848999899,3.4305253534775773,7.05164993646722,2.1296379121679103,virginica,drifted
8.665753991014164,2.171939125071065,4.807632292451392,2.0777809204413527,virginica,drifted
7.545658904045377,2.980383151143544,4.5527905299720866,2.0643519841948845,virginica,drifted
6.025977449545632,3.401803529298023,6.256618772267794,1.7240480854690579,virginica,drifted
6.737519774396976,2.364471886866629,5.9561246319087795,2.482056928200495,virginica,drifted
6.312846558298011,3.3024279093107065,5.628819667139291,1.7828508670950625,virginica,drifted
7.103672676040898,2.3788546065483755,5.612445486256973,1.6208488429644607,virginica,drifted
8.968252619624751,3.021158131183037,5.51019214440519,2.185591964293689,virginica,drifted
7.098904755278253,2.8674182402800663,6.429916690030398,2.403003084018922,virginica,drifted
6.722548967150526,2.654509055613192,5.807463811993849,1.179231534105766,virginica,drifted
5.836328044021303,3.8201245604667147,7.151477399450899,2.0003855841774487,virginica,drifted
7.71890126675019,3.186750092726122,8.155216565918666,2.5478299645738307,virginica,drifted
7.08487416766731,2.4266757356397446,4.875487575819699,2.181385454346889,virginica,drifted
6.519284329244127,2.1466477742413956,5.5473989810302315,1.6673807985542421,virginica,drifted
8.718427471565308,3.5289838541696703,5.994419151078368,2.6919776555560104,virginica,drifted
7.269631476882856,2.483229479203042,7.06618685408876,2.3155640174738634,virginica,drifted
6.266478461106189,2.885796793149835,5.38706722263067,1.5468801076142658,virginica,drifted
8.033559792778478,4.145649984282079,5.021002698326601,2.325187694676228,virginica,drifted
6.614421687790356,2.7077247697411826,5.585324253032792,1.7544036921280737,virginica,drifted
7.243669465150345,2.5014299301533773,6.1893197780458875,2.0799047562203454,virginica,drifted
6.984946757820231,2.4554618027750412,5.5962600686021675,2.4021564903303023,virginica,drifted
7.650825468861943,2.4134668531208696,6.069532613800458,2.400554849348716,virginica,drifted
5.697535246990766,3.326016115427961,5.536163368737907,2.328239467437264,virginica,drifted
6.513066759111735,1.9170707396012887,4.860720293481786,2.119233978664553,virginica,drifted
7.433750251549334,2.4574100249373547,6.4470147211441615,1.4353919750924162,virginica,drifted
7.140528181217415,2.273390280142526,5.543714724538488,2.118959468526566,virginica,drifted
6.425627971244443,2.7692666734621048,6.704404966450109,1.8692432521907405,virginica,drifted
7.952122900858628,2.3221758872054292,6.370862924540698,2.6766274482631602,virginica,drifted
4.97551994988544,2.5218628467177138,6.403950489026378,2.018781845582803,virginica,drifted
7.534031286034178,2.6376088879705075,6.0606128512310296,2.037729105843168,virginica,drifted
8.251003855493828,3.1526525059807278,6.236321863452641,1.935249213551013,virginica,drifted
6.761154398334756,2.7404650873082277,6.276116499664807,1.931606207671895,virginica,drifted
7.4607973712067714,4.245240479187263,6.609787292402185,1.9695905871328636,virginica,drifted
8.28109252994755,2.7551547761870694,4.573312825375503,1.6967654756330384,virginica,drifted
5.51628727107673,2.7890919095752147,6.012892865432686,2.7705749249101133,virginica,drifted
7.494234636387747,2.8685396827146814,6.580583906828442,1.2155458763968459,virginica,drifted
7.412053102297709,3.4625191163321802,4.964989627954111,2.557501617282772,virginica,drifted
7.5046467667449726,2.750827251659519,6.4429473062744,3.0082771431217585,virginica,drifted
7.363679629552646,3.1489323517802017,5.6784473703218294,1.7600622522140834,virginica,drifted
7.947302234889821,2.4863497044546796,6.050096366053575,1.9089370212939534,virginica,drifted
7.631081843171753,3.200197263172169,6.726277960980529,1.8959934404581014,virginica,drifted
6.957112558235966,2.412741770530616,5.688994717946722,2.250920197217941,virginica,drifted
